nombre,geocodigo,nom_comuna,nom_region,nom_provin,region,distrito,lon,lat,tipo
VALLE DE CHACA,15101132015,ARICA,REGIÓN DE ARICA Y PARINACOTA,ARICA,15,13,-70.07909026804246,-18.786049872698992,localidad
VALLE DE LLUTA,15101152016,ARICA,REGIÓN DE ARICA Y PARINACOTA,ARICA,15,15,-70.15529853006484,-18.386492404626107,localidad
GALLINAZOS,15101152005,ARICA,REGIÓN DE ARICA Y PARINACOTA,ARICA,15,15,-70.34035513809341,-18.379184181552716,localidad
PAMPA CONCORDIA,15101152007,ARICA,REGIÓN DE ARICA Y PARINACOTA,ARICA,15,15,-70.28162821442426,-18.347898267367732,localidad
INDETERMINADA,15101152901,ARICA,REGIÓN DE ARICA Y PARINACOTA,ARICA,15,15,-70.24052825716598,-18.42201522162395,localidad
PÚQUIOS,15101162010,ARICA,REGIÓN DE ARICA Y PARINACOTA,ARICA,15,16,-69.76036084300455,-18.18092996339601,localidad
VALLE DE LLUTA,15101162016,ARICA,REGIÓN DE ARICA Y PARINACOTA,ARICA,15,16,-69.86365006311121,-18.38583131871458,localidad
CENTRAL,15101162002,ARICA,REGIÓN DE ARICA Y PARINACOTA,ARICA,15,16,-69.95784563010334,-18.322869775187378,localidad
PAMPA SAN MARTÍN,15101162009,ARICA,REGIÓN DE ARICA Y PARINACOTA,ARICA,15,16,-70.02707377547563,-18.324425408012413,localidad
INDETERMINADA,15101162901,ARICA,REGIÓN DE ARICA Y PARINACOTA,ARICA,15,16,-69.83336434768043,-18.35325670592567,localidad
COBIJA,15102012002,CAMARONES,REGIÓN DE ARICA Y PARINACOTA,ARICA,15,1,-69.54348726673399,-18.75273275487351,localidad
CODPA,15102012003,CAMARONES,REGIÓN DE ARICA Y PARINACOTA,ARICA,15,1,-69.74093730506245,-18.830686765086593,localidad
PARCOHAYLLA,15102022007,CAMARONES,REGIÓN DE ARICA Y PARINACOTA,ARICA,15,2,-69.2632110689441,-18.96145545668424,localidad
ESQUIÑA,15102032005,CAMARONES,REGIÓN DE ARICA Y PARINACOTA,ARICA,15,3,-69.50100596643549,-18.977191784974494,localidad
SAHUARA,15102032008,CAMARONES,REGIÓN DE ARICA Y PARINACOTA,ARICA,15,3,-69.48988878739519,-18.88624353647626,localidad
SUCUNA,15102032009,CAMARONES,REGIÓN DE ARICA Y PARINACOTA,ARICA,15,3,-69.38771442041696,-18.851797031008925,localidad
INDETERMINADA,15102032901,CAMARONES,REGIÓN DE ARICA Y PARINACOTA,ARICA,15,3,-69.53441547960668,-18.899627347714485,localidad
CAMARONES,15102042001,CAMARONES,REGIÓN DE ARICA Y PARINACOTA,ARICA,15,4,-69.82302085630604,-18.966977027250657,localidad
CUYA,15102052004,CAMARONES,REGIÓN DE ARICA Y PARINACOTA,ARICA,15,5,-70.16176744610267,-19.100046227505853,localidad
PAMPA CAMARONES,15102052006,CAMARONES,REGIÓN DE ARICA Y PARINACOTA,ARICA,15,5,-70.19904757979658,-18.942516558844225,localidad
PUTRE,15201012019,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,1,-69.61209001099755,-18.19772485113572,localidad
TAAPACÁ,15201012023,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,1,-69.51054010988985,-18.078104838539613,localidad
COLPITAS,15201012008,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,1,-69.39481185027101,-18.004160344373936,localidad
INDETERMINADA,15201012901,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,1,-69.51901314599941,-18.165971534904394,localidad
CAQUENA,15201022002,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,2,-69.23924114076644,-18.068447822779575,localidad
PARINACOTA,15201032016,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,3,-69.3293102289857,-18.184035742470872,localidad
CHUCUYO,15201032006,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,3,-69.37732273226246,-18.261443797036556,localidad
CHUNGARÁ,15201032007,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,3,-69.13684241564587,-18.256548939369452,localidad
INDETERMINADA,15201032901,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,3,-69.17124875314744,-18.260068045903417,localidad
MURMUNTANI,15201042013,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,4,-69.58503242814515,-18.375979851384646,localidad
SOCOROMA,15201042021,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,4,-69.56209348752895,-18.265745666865485,localidad
ZAPAHUIRA,15201042026,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,4,-69.56440497390734,-18.314619093011764,localidad
COPAQUILLA,15201042009,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,4,-69.62604362815073,-18.38586854104733,localidad
INDETERMINADA,15201042901,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,4,-69.62543498930162,-18.348973523383627,localidad
BELÉN,15201052001,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,5,-69.49042754298792,-18.45186066126261,localidad
LUPICA,15201052012,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,5,-69.49658018329714,-18.506523068218062,localidad
MURMUNTANI,15201052013,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,5,-69.56186919421991,-18.359618075183057,localidad
PACHAMA,15201052014,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,5,-69.50902194533317,-18.420212961491767,localidad
SAXAMAR,15201052020,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,5,-69.47951626907816,-18.546327342540486,localidad
CHAPIQUIÑA,15201052003,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,5,-69.56169055458265,-18.40777796441617,localidad
INDETERMINADA,15201052901,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,5,-69.52824367615811,-18.392666120778863,localidad
GUALLATIRE,15201062010,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,6,-69.21243253588982,-18.521687018331637,localidad
PAQUISA,15201062015,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,6,-69.14303409926208,-18.704264461097743,localidad
PORTEZUELO CHAPIQUIÑA,15201062017,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,6,-69.45416092015907,-18.356538345866806,localidad
CHOQUELIMPIE,15201062005,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,6,-69.33099118765959,-18.36485941417414,localidad
INDETERMINADA,15201062901,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,6,-69.13375213612785,-18.54651745254583,localidad
TICNAMAR,15201072024,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,7,-69.55658057799509,-18.56941310347234,localidad
INDETERMINADA,15201072901,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,7,-69.39656215297863,-18.648951230434314,localidad
SURIRE,15201082022,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,8,-69.05172914235149,-18.961358158005737,localidad
CHILCAYA,15201082004,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,8,-69.03572033063878,-18.852571794897436,localidad
ITIZA,15201092011,PUTRE,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,9,-69.32191782498359,-18.742758255021347,localidad
PUTANI,15202012012,GENERAL LAGOS,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,1,-69.52992562264843,-17.712180438216865,localidad
VISVIRI,15202012015,GENERAL LAGOS,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,1,-69.531522189809,-17.620625437268394,localidad
COSAPILLA,15202012006,GENERAL LAGOS,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,1,-69.43178597445365,-17.725445983530008,localidad
GENERAL LAGOS,15202012008,GENERAL LAGOS,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,1,-69.64262768481304,-17.68995215164533,localidad
NASAHUENTO,15202022011,GENERAL LAGOS,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,2,-69.3408852977678,-17.945649102176734,localidad
ANCOLACANE,15202022002,GENERAL LAGOS,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,2,-69.55338902340691,-17.909453993614918,localidad
CHUJLLUTA,15202022004,GENERAL LAGOS,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,2,-69.36273046693557,-17.87593645618801,localidad
COLPITAS,15202022005,GENERAL LAGOS,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,2,-69.44952177444766,-17.92568665635824,localidad
GUACOLLO,15202022009,GENERAL LAGOS,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,2,-69.39978271961631,-17.805599902472505,localidad
INDETERMINADA,15202022901,GENERAL LAGOS,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,2,-69.49261476036926,-17.945896500569237,localidad
ALCÉRRECA,15202032001,GENERAL LAGOS,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,3,-69.66643885492383,-17.953569264998556,localidad
HUMAPALCA,15202032010,GENERAL LAGOS,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,3,-69.73570655751377,-17.868808060426343,localidad
VILLA INDUSTRIAL,15202032014,GENERAL LAGOS,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,3,-69.70509198055103,-17.785827941019253,localidad
ANCOLACANE,15202032002,GENERAL LAGOS,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,3,-69.5845266824008,-17.81777543962757,localidad
INDETERMINADA,15202032901,GENERAL LAGOS,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,3,-69.69651551888069,-17.96456582090988,localidad
HUMAPALCA,15202042010,GENERAL LAGOS,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,4,-69.73592400199698,-17.788549458326447,localidad
TACORA,15202042013,GENERAL LAGOS,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,4,-69.77140442897434,-17.740237851726416,localidad
CHISLLUMA,15202042003,GENERAL LAGOS,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,4,-69.7487761268822,-17.687181099342705,localidad
INDETERMINADA,15202042901,GENERAL LAGOS,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,15,4,-69.71322384729206,-17.72674671131802,localidad
SANTA EDUVIGES,16106032027,PINTO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,3,-71.97051418519565,-36.75202320833482,localidad
SANTO DOMINGO,16106032028,PINTO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,3,-71.91456874902748,-36.764404400466745,localidad
TEJERÍA,16106032029,PINTO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,3,-71.95502492645831,-36.742420220057774,localidad
ZAPALLAR,16106032030,PINTO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,3,-71.82647146300285,-36.82294484525663,localidad
EL CARDAL,16106032004,PINTO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,3,-71.88625685243102,-36.77066979790652,localidad
EL CIRUELITO,16106032006,PINTO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,3,-71.83872526183178,-36.81078142047106,localidad
LAS VEGAS,16106042012,PINTO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,4,-71.81022093982841,-36.760634758581325,localidad
LOMA ALTA,16106042014,PINTO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,4,-71.75432190337047,-36.80645729069309,localidad
LOS HOYOS,16106042016,PINTO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,4,-71.79528929610119,-36.79907251588664,localidad
EL CARDAL,16106042004,PINTO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,4,-71.86508157652007,-36.782119031971604,localidad
EL CHACAY,16106042005,PINTO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,4,-71.74694196328657,-36.821007096866275,localidad
EL CIRUELITO,16106042006,PINTO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,4,-71.83736249418865,-36.78098004186332,localidad
EL EMPEDRADO,16106042007,PINTO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,4,-71.76536333863088,-36.79446208862324,localidad
LAS TERMAS,16106052010,PINTO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-71.41878567865622,-36.88705494176772,localidad
LAS TRANCAS,16106052011,PINTO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-71.48334725214384,-36.87999441578918,localidad
RECINTO,16106052024,PINTO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-71.6668619325242,-36.83972983682887,localidad
CAMINO LOS PELLINES,16106052003,PINTO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-71.58339174895177,-36.83842271980176,localidad
EL CHACAY,16106052005,PINTO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-71.71095395650113,-36.82577307667282,localidad
LA INVERNADA,16106052009,PINTO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-71.57583930284316,-36.877646030378834,localidad
ATACALCO,16106062001,PINTO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,6,-71.35611271909026,-37.00166811756431,localidad
ANTEQUEREO,16205012001,PORTEZUELO,REGIÓN DE ÑUBLE,ITATA,16,1,-72.4947571407034,-36.45927227372693,localidad
SAN MIGUEL,16108032032,SAN IGNACIO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,3,-71.97989067749317,-36.809469665980785,localidad
SAN PEDRO,16108032033,SAN IGNACIO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,3,-71.93402601410217,-36.81720334999146,localidad
LAS TRELENCAS,16108042018,SAN IGNACIO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,4,-71.79185072710457,-36.827118185358565,localidad
MAYULERMO,16108042024,SAN IGNACIO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,4,-71.87520793995816,-36.8280818232052,localidad
MONTAÑA GARAY,16108042026,SAN IGNACIO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,4,-72.00182279671054,-36.83532522244769,localidad
COLTÓN,16108042003,SAN IGNACIO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,4,-72.00804449950901,-36.825124917061615,localidad
SANTA JUANA,16108042034,SAN IGNACIO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,4,-71.954705335703,-36.84819167829425,localidad
VISTA BELLA,16108042037,SAN IGNACIO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,4,-71.97835400210337,-36.85396918462172,localidad
ZAPALLAR,16108042038,SAN IGNACIO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,4,-71.83725147980303,-36.837210110929966,localidad
EL CALVARIO,16108042006,SAN IGNACIO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,4,-71.89890076734994,-36.84013968567409,localidad
INDETERMINADA,16108042901,SAN IGNACIO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,4,-71.95808285012514,-36.83555505839149,localidad
CALLE ALEGRE,16108052001,SAN IGNACIO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-72.06884172454515,-36.85116074606827,localidad
LA GREDA,16108052011,SAN IGNACIO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-72.0654917104675,-36.82462947323839,localidad
LAS PIEDRAS,16108052016,SAN IGNACIO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-72.0921890072473,-36.82217999721453,localidad
LAS QUILAS,16108052017,SAN IGNACIO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-72.0482891221637,-36.87481216027509,localidad
LOURDES,16108052022,SAN IGNACIO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-72.0820919969196,-36.833005750588384,localidad
MONTAÑA GARAY,16108052026,SAN IGNACIO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-72.0223849076532,-36.83921683024409,localidad
PUEBLO SECO,16108052028,SAN IGNACIO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-72.0883976498465,-36.88055338090317,localidad
QUIRIQUINA,16108052029,SAN IGNACIO,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-72.08774036936673,-36.857192862380636,localidad
RÍO VIEJO,16101042032,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,4,-72.09715267110249,-36.643021773686954,localidad
COLONIA BERNARDO O'HIGGINS PONIENTE,16101052010,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-72.11051210824671,-36.565619879459945,localidad
ÑUBLE ALTO,16101052026,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-72.13805696282083,-36.56477474802435,localidad
ORO VERDE,16101052027,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-72.17856292028816,-36.58065783288246,localidad
PARQUE LANTAÑO,16101052028,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-72.14799926291711,-36.58482366552348,localidad
EL GUAPE,16101062014,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,6,-72.28005693684558,-36.61315877312024,localidad
MALLOA,16101062024,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,6,-72.23780729681397,-36.598928503127055,localidad
ORO VERDE,16101062027,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,6,-72.19750516113277,-36.6032984394667,localidad
CAMINO GUAPE,16101062003,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,6,-72.1955896605634,-36.61686776340762,localidad
INDETERMINADA,16101062901,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,6,-72.24266842626768,-36.60986331476259,localidad
BARRIALES,16101072001,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,7,-71.96614490857883,-36.64226517827985,localidad
INDETERMINADA,16101072901,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,7,-72.00024290067245,-36.62699040200388,localidad
CONFLUENCIA,16101082011,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,8,-72.44802125010682,-36.64708630051527,localidad
CUCA,16101082012,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,8,-72.43449758243445,-36.677290306937,localidad
HUECHUPÍN,16101082015,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,8,-72.36136372877073,-36.6246995764615,localidad
QUINCHAMALÍ,16101082031,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,8,-72.40792161714077,-36.64600444016427,localidad
SANTA CRUZ DE CUCA,16101082037,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,8,-72.39321974490545,-36.686498294434806,localidad
CHONCHORAL,16101082007,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,8,-72.42642701994617,-36.653705013357715,localidad
COLLIGUAY,16101082008,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,8,-72.37233069060125,-36.66119466115126,localidad
LINARES,16101092021,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,9,-72.32368432608035,-36.61955077133876,localidad
INDETERMINADA,16101092901,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,9,-72.33375507965818,-36.635500684509374,localidad
CATO,16101102004,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,10,-71.96252512413807,-36.54044761105135,localidad
LLUANCO,16101112022,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,11,-72.01902051140283,-36.71127138904417,localidad
QUILMO,16101112030,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,11,-72.04121400257962,-36.72682555825078,localidad
INDETERMINADA,16101112901,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,11,-72.04931280911131,-36.68558411139996,localidad
LAS CHILCAS,16101122017,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,12,-71.99714714810194,-36.657056901400054,localidad
BOYÉN,16101122002,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,12,-72.02856708458854,-36.67212446640646,localidad
LAUTARO,16101122020,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,12,-71.95844726910413,-36.66663601298283,localidad
RÍO VIEJO,16101122032,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,12,-72.08916278257867,-36.64445078202231,localidad
SAN JUAN,16101122034,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,12,-72.0531359798191,-36.645919934310825,localidad
SAN NICOLÁS,16101122035,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,12,-72.03324242461244,-36.645018722251315,localidad
LAS COLES,16101142018,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,14,-72.04179554039757,-36.57921072253515,localidad
SANTA CLARA,16101142036,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,14,-72.04811088675663,-36.562033486299804,localidad
COLONIA BERNARDO O'HIGGINS,16101142009,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,14,-72.08009909263366,-36.5670534103652,localidad
LA VICTORIA,16101152016,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,15,-72.02645564090291,-36.61607498509433,localidad
MONTE RICO,16101152025,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,15,-72.05114243136629,-36.62529367884885,localidad
SAN BERNARDO,16101152033,CHILLÁN,REGIÓN DE ÑUBLE,DIGUILLÍN,16,15,-72.04258338176571,-36.599441862810764,localidad
LARQUI ORIENTE,16102012029,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,1,-72.28238390337623,-36.718194430129856,localidad
PITE,16102012044,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,1,-72.31733878178733,-36.71061276553049,localidad
CAMINO A LARQUI,16102012006,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,1,-72.3430997943237,-36.71583538466939,localidad
INDETERMINADA,16102012901,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,1,-72.28822844718191,-36.72361687565631,localidad
EL ESPINAR,16102022015,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,2,-72.33560389839911,-36.751802111620485,localidad
EL RETAMO,16102022019,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,2,-72.40021967111407,-36.75569858215906,localidad
EL ROBLE,16102022020,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,2,-72.41412598915066,-36.723527137196726,localidad
LAS PIEDRAS,16102022034,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,2,-72.38949614038657,-36.7505958168548,localidad
LAS RAÍCES,16102022035,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,2,-72.3864195834166,-36.71336322790552,localidad
BULNES PONIENTE,16102022005,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,2,-72.31253523295025,-36.74594275118502,localidad
SANTA ROSA,16102022050,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,2,-72.35831698008833,-36.73880222077073,localidad
EL ESPINAL,16102032014,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,3,-72.35186398597105,-36.76457735024242,localidad
EL GUALLE,16102032017,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,3,-72.35794778287558,-36.78448497424942,localidad
EL RETAMO,16102032019,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,3,-72.41063517213125,-36.767368687703794,localidad
LA PALMA,16102032026,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,3,-72.37743597083592,-36.77991845062908,localidad
LAS TRES MARÍAS,16102032037,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,3,-72.32681954054577,-36.778955900553576,localidad
LIBUY,16102032038,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,3,-72.40553298773716,-36.78152385981528,localidad
INDETERMINADA,16102032901,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,3,-72.33516565042305,-36.76006817220147,localidad
EL CARMEN,16102042011,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,4,-72.32913519848687,-36.851338682424625,localidad
EL FARO,16102042016,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,4,-72.35010323566262,-36.850365174942475,localidad
LA BALSA,16102042023,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,4,-72.3802119920291,-36.84244842494575,localidad
LAS LAGUNAS,16102042031,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,4,-72.37145716533024,-36.80759843165369,localidad
SANTA CLARA,16102042049,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,4,-72.34022148657583,-36.829478012285506,localidad
AGUA BUENA,16102052001,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-72.25716047011932,-36.85319801509815,localidad
EL CARACOL,16102052010,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-72.24427091233058,-36.81208487194193,localidad
EL CARMEN,16102052011,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-72.31615898748511,-36.850152563545606,localidad
AGUA BUENA CHICA,16102052002,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-72.2351461046426,-36.823244114509485,localidad
EL ROSARIO,16102052021,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-72.30859388904356,-36.79733147248087,localidad
LAS ROSAS,16102052036,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-72.28468863931431,-36.84271377266959,localidad
MILAHUE,16102052043,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-72.24797768309323,-36.835059193967254,localidad
SAN LUIS,16102052047,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-72.28668577908194,-36.86814660764667,localidad
SANTA CLARA,16102052049,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-72.31097141419711,-36.82054071121506,localidad
INDETERMINADA,16102052901,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,5,-72.2767040588137,-36.81843396088665,localidad
EL CÓNDOR,16102062013,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,6,-72.19170000480729,-36.814019065801205,localidad
LA COMPAÑÍA,16102062024,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,6,-72.2273183907772,-36.8521974474365,localidad
LAS CARMELITAS,16102062030,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,6,-72.1974271860153,-36.82590985770633,localidad
LAS MARIPOSAS,16102062032,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,6,-72.2153010465007,-36.8678149351154,localidad
LAS NIEVES,16102062033,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,6,-72.20118947312169,-36.836849874701926,localidad
LOS TILOS,16102062040,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,6,-72.23370664130161,-36.88479323260948,localidad
SAN PATRICIO,16102062048,BULNES,REGIÓN DE ÑUBLE,DIGUILLÍN,16,6,-72.20817258593013,-36.84667823757073,localidad
